date,country,cases,deaths
2020-12-11,Greece,1533,81
2020-12-12,Greece,1395,102
2020-12-13,Greece,1194,68
2020-12-14,Greece,692,85
2020-12-15,Greece,639,62
2020-12-16,Greece,1199,98
2020-12-17,Greece,1185,85
2020-12-18,Greece,1153,78
2020-12-19,Greece,874,96
2020-12-20,Greece,901,58
2020-12-21,Greece,587,70
2020-12-22,Greece,525,85
2020-12-23,Greece,833,83
2020-12-24,Greece,935,62
2020-12-25,Greece,870,55
2020-12-26,Greece,617,50
2020-12-27,Greece,262,46
2020-12-28,Greece,342,53
2020-12-29,Greece,475,66
2020-12-30,Greece,1045,58
2020-12-31,Greece,942,58
2021-01-01,Greece,932,50
2021-01-02,Greece,597,43
2021-01-03,Greece,262,40
2021-01-04,Greece,390,36
2021-01-05,Greece,427,54
2021-01-06,Greece,927,40
2021-01-07,Greece,814,48
2021-01-08,Greece,510,47
2021-01-09,Greece,717,49
2021-01-10,Greece,799,32
2021-01-11,Greece,445,36
2021-01-12,Greece,441,39
2021-01-13,Greece,841,27
2021-01-14,Greece,668,25
2021-01-15,Greece,595,33
2021-01-16,Greece,577,34
2021-01-17,Greece,510,20
2021-01-18,Greece,237,28
2021-01-19,Greece,318,19
2021-01-20,Greece,537,30
2021-01-21,Greece,511,27
2021-01-22,Greece,506,25
2021-01-23,Greece,562,28
2021-01-24,Greece,605,24
2021-01-25,Greece,334,24
2021-01-26,Greece,432,25
2021-01-27,Greece,814,21
2021-01-28,Greece,857,32
2021-01-29,Greece,713,18
2021-01-30,Greece,882,22
2021-01-31,Greece,795,15
2021-02-01,Greece,484,17
2021-02-02,Greece,538,33
2021-02-03,Greece,1221,22
2021-02-04,Greece,1150,27
2021-02-05,Greece,1069,25
2021-02-06,Greece,1172,19
2021-02-07,Greece,1106,29
2021-02-08,Greece,733,21
2021-02-09,Greece,629,25
2021-02-10,Greece,1492,20
2021-02-11,Greece,1482,17
2021-02-12,Greece,1323,22
2021-02-13,Greece,1372,21
2021-02-14,Greece,1222,26
2021-02-15,Greece,662,23
2021-02-16,Greece,696,26
2021-02-17,Greece,1081,29
2021-02-18,Greece,754,13
2021-02-19,Greece,1400,27
2021-02-20,Greece,1435,28
2021-02-21,Greece,1424,23
2021-02-22,Greece,884,25
2021-02-23,Greece,870,24
2021-02-24,Greece,2111,22
2021-02-25,Greece,1903,28
2021-02-26,Greece,1783,39
2021-02-27,Greece,1732,29
2021-02-28,Greece,1630,29
2021-03-01,Greece,1269,36
2021-03-02,Greece,1170,30
2021-03-03,Greece,2312,23
2021-03-04,Greece,2697,40
2021-03-05,Greece,2217,35
2021-03-06,Greece,2181,32
2021-03-07,Greece,2301,41
2021-03-08,Greece,1142,53
2021-03-09,Greece,1161,39
2021-03-10,Greece,3181,46
2021-03-11,Greece,2629,43
2021-03-12,Greece,2570,51
2021-03-13,Greece,2357,49
2021-03-14,Greece,2503,52
2021-03-15,Greece,1626,53
2021-03-16,Greece,1134,46
2021-03-17,Greece,1508,59
2021-03-18,Greece,3458,56
2021-03-19,Greece,3070,45
2021-03-20,Greece,2762,64
2021-03-21,Greece,2532,60
2021-03-22,Greece,1514,41
2021-03-23,Greece,1705,69
2021-03-24,Greece,3517,51
2021-03-25,Greece,3058,67
2021-03-26,Greece,2587,52
2021-03-27,Greece,1466,53
2021-03-28,Greece,3132,72
2021-03-29,Greece,1441,54
2021-03-30,Greece,1724,65
2021-03-31,Greece,4322,72
2021-04-01,Greece,3612,76
2021-04-02,Greece,3483,67
2021-04-03,Greece,3058,72
2021-04-04,Greece,3229,70
2021-04-05,Greece,1955,78
2021-04-06,Greece,1863,73
2021-04-07,Greece,4293,79
2021-04-08,Greece,3445,75
2021-04-09,Greece,3215,73
2021-04-10,Greece,2734,78
2021-04-11,Greece,2799,75
2021-04-12,Greece,1717,52
2021-04-13,Greece,1606,76
2021-04-14,Greece,4017,93
2021-04-15,Greece,3081,81
2021-04-16,Greece,3822,104
2021-04-17,Greece,3027,91
2021-04-18,Greece,2411,67
2021-04-19,Greece,1829,65
2021-04-20,Greece,1606,78
2021-04-21,Greece,3750,87
2021-04-22,Greece,3010,86
2021-04-23,Greece,2756,75
2021-04-24,Greece,2739,76
2021-04-25,Greece,2596,86
2021-04-26,Greece,1399,57
2021-04-27,Greece,1307,80
2021-04-28,Greece,3287,92
2021-04-29,Greece,2770,63
2021-04-30,Greece,2415,73
2021-05-01,Greece,2125,66
2021-05-02,Greece,1389,72
2020-01-03,Hungary,0,0
2020-01-04,Hungary,0,0
2020-01-05,Hungary,0,0
2020-01-06,Hungary,0,0
2020-01-07,Hungary,0,0
2020-01-08,Hungary,0,0
2020-01-09,Hungary,0,0
2020-01-10,Hungary,0,0
2020-01-11,Hungary,0,0
2020-01-12,Hungary,0,0
2020-01-13,Hungary,0,0
2020-01-14,Hungary,0,0
2020-01-15,Hungary,0,0
2020-01-16,Hungary,0,0
2020-01-17,Hungary,0,0
2020-01-18,Hungary,0,0
2020-01-19,Hungary,0,0
2020-01-20,Hungary,0,0
2020-01-21,Hungary,0,0
2020-01-22,Hungary,0,0
2020-01-23,Hungary,0,0
2020-01-24,Hungary,0,0
2020-01-25,Hungary,0,0
2020-01-26,Hungary,0,0
2020-01-27,Hungary,0,0
2020-01-28,Hungary,0,0
2020-01-29,Hungary,0,0
2020-01-30,Hungary,0,0
2020-01-31,Hungary,0,0
2020-02-01,Hungary,0,0
2020-02-02,Hungary,0,0
2020-02-03,Hungary,0,0
2020-02-04,Hungary,0,0
2020-02-05,Hungary,0,0
2020-02-06,Hungary,0,0
2020-02-07,Hungary,0,0
2020-02-08,Hungary,0,0
2020-02-09,Hungary,0,0
2020-02-10,Hungary,0,0
2020-02-11,Hungary,0,0
2020-02-12,Hungary,0,0
2020-02-13,Hungary,0,0
2020-02-14,Hungary,0,0
2020-02-15,Hungary,0,0
2020-02-16,Hungary,0,0
2020-02-17,Hungary,0,0
2020-02-18,Hungary,0,0
2020-02-19,Hungary,0,0
2020-02-20,Hungary,0,0
2020-02-21,Hungary,0,0
2020-02-22,Hungary,0,0
2020-02-23,Hungary,0,0
2020-02-24,Hungary,0,0
2020-02-25,Hungary,0,0
2020-02-26,Hungary,0,0
2020-02-27,Hungary,0,0
2020-02-28,Hungary,0,0
2020-02-29,Hungary,0,0
2020-03-01,Hungary,0,0
2020-03-02,Hungary,0,0
2020-03-03,Hungary,0,0
2020-03-04,Hungary,0,0
2020-03-05,Hungary,2,0
2020-03-06,Hungary,0,0
2020-03-07,Hungary,2,0
2020-03-08,Hungary,3,0
2020-03-09,Hungary,1,0
2020-03-10,Hungary,1,0
2020-03-11,Hungary,3,0
2020-03-12,Hungary,1,0
2020-03-13,Hungary,3,0
2020-03-14,Hungary,9,0
2020-03-15,Hungary,6,0
2020-03-16,Hungary,8,1
2020-03-17,Hungary,11,0
2020-03-18,Hungary,0,0
2020-03-19,Hungary,23,0
2020-03-20,Hungary,12,0
2020-03-21,Hungary,18,3
2020-03-22,Hungary,28,0
2020-03-23,Hungary,36,3
2020-03-24,Hungary,20,1
2020-03-25,Hungary,39,2
2020-03-26,Hungary,35,0
2020-03-27,Hungary,39,0
2020-03-28,Hungary,43,1
2020-03-29,Hungary,65,2
2020-03-30,Hungary,39,2
2020-03-31,Hungary,45,1
2020-04-01,Hungary,33,4
2020-04-02,Hungary,60,1
2020-04-03,Hungary,38,5
2020-04-04,Hungary,55,6
2020-04-05,Hungary,55,2
2020-04-06,Hungary,11,4
2020-04-07,Hungary,73,9
2020-04-08,Hungary,78,11
2020-04-09,Hungary,85,8
2020-04-10,Hungary,210,11
2020-04-11,Hungary,120,8
2020-04-12,Hungary,100,14
2020-04-13,Hungary,48,10
2020-04-14,Hungary,54,13
2020-04-15,Hungary,67,12
2020-04-16,Hungary,73,8
2020-04-17,Hungary,111,14
2020-04-18,Hungary,71,16
2020-04-19,Hungary,82,17
2020-04-20,Hungary,68,10
2020-04-21,Hungary,114,14
2020-04-22,Hungary,70,12
2020-04-23,Hungary,116,0
2020-04-24,Hungary,99,25
2020-04-25,Hungary,60,12
2020-04-26,Hungary,57,10
2020-04-27,Hungary,83,8
2020-04-28,Hungary,66,11
2020-04-29,Hungary,78,9
2020-04-30,Hungary,48,12
2020-05-01,Hungary,88,11
2020-05-02,Hungary,79,12
2020-05-03,Hungary,56,5
2020-05-04,Hungary,37,11
2020-05-05,Hungary,30,12
2020-05-06,Hungary,46,10
2020-05-07,Hungary,39,10
2020-05-08,Hungary,28,9
2020-05-09,Hungary,35,13
2020-05-10,Hungary,50,8
2020-05-11,Hungary,21,8
2020-05-12,Hungary,29,4
2020-05-13,Hungary,28,5
2020-05-14,Hungary,39,6
2020-05-15,Hungary,37,6
2020-05-16,Hungary,56,6
2020-05-17,Hungary,36,3
2020-05-18,Hungary,26,11
2020-05-19,Hungary,21,5
2020-05-20,Hungary,42,3
2020-05-21,Hungary,43,3
2020-05-22,Hungary,37,3
2020-05-23,Hungary,35,6
2020-05-24,Hungary,28,4
2020-05-25,Hungary,15,5
2020-05-26,Hungary,15,8
2020-05-27,Hungary,22,6
2020-05-28,Hungary,23,4
2020-05-29,Hungary,25,8
2020-05-30,Hungary,0,0
2020-05-31,Hungary,26,7
2020-06-01,Hungary,9,2
2020-06-02,Hungary,45,6
2020-06-03,Hungary,10,2
2020-06-04,Hungary,0,0
2020-06-05,Hungary,23,5
2020-06-06,Hungary,16,3
2020-06-07,Hungary,0,0
2020-06-08,Hungary,0,0
2020-06-09,Hungary,44,6
2020-06-10,Hungary,3,2
2020-06-11,Hungary,10,1
2020-06-12,Hungary,12,2
2020-06-13,Hungary,14,2
2020-06-14,Hungary,11,4
2020-06-15,Hungary,12,4
2020-06-16,Hungary,1,2
2020-06-17,Hungary,1,2
2020-06-18,Hungary,1,1
2020-06-19,Hungary,2,0
2020-06-20,Hungary,5,2
2020-06-21,Hungary,8,0
2020-06-22,Hungary,8,2
2020-06-23,Hungary,5,1
2020-06-24,Hungary,0,0
2020-06-25,Hungary,7,3
2020-06-26,Hungary,9,1
2020-06-27,Hungary,4,1
2020-06-28,Hungary,11,0
2020-06-29,Hungary,4,3
2020-06-30,Hungary,3,4
2020-07-01,Hungary,10,0
2020-07-02,Hungary,2,1
2020-07-03,Hungary,9,1
2020-07-04,Hungary,6,1
2020-07-05,Hungary,11,1
2020-07-06,Hungary,0,0
2020-07-07,Hungary,6,0
2020-07-08,Hungary,16,0
2020-07-09,Hungary,5,0
2020-07-10,Hungary,10,2
2020-07-11,Hungary,3,2
2020-07-12,Hungary,6,2
2020-07-13,Hungary,5,0
2020-07-14,Hungary,13,0
2020-07-15,Hungary,16,0
2020-07-16,Hungary,0,0
2020-07-17,Hungary,16,0
2020-07-18,Hungary,14,0
2020-07-19,Hungary,22,1
2020-07-20,Hungary,18,0
2020-07-21,Hungary,14,0
2020-07-22,Hungary,19,0
2020-07-23,Hungary,14,0
2020-07-24,Hungary,18,0
2020-07-25,Hungary,26,0
2020-07-26,Hungary,11,0
2020-07-27,Hungary,13,0
2020-07-28,Hungary,8,0
2020-07-29,Hungary,9,0
2020-07-30,Hungary,19,0
2020-07-31,Hungary,21,0
2020-08-01,Hungary,0,0
2020-08-02,Hungary,21,1
2020-08-03,Hungary,9,0
2020-08-04,Hungary,9,0
2020-08-05,Hungary,9,1
2020-08-06,Hungary,11,1
2020-08-07,Hungary,33,1
2020-08-08,Hungary,24,2
2020-08-09,Hungary,32,0
2020-08-10,Hungary,43,0
2020-08-11,Hungary,35,3
2020-08-12,Hungary,15,0
2020-08-13,Hungary,22,0
2020-08-14,Hungary,45,2
2020-08-15,Hungary,40,0
2020-08-16,Hungary,24,0
2020-08-17,Hungary,39,1
2020-08-18,Hungary,54,1
2020-08-19,Hungary,0,0
2020-08-20,Hungary,32,0
2020-08-21,Hungary,44,0
2020-08-22,Hungary,52,2
2020-08-23,Hungary,35,0
2020-08-24,Hungary,22,2
2020-08-25,Hungary,36,0
2020-08-26,Hungary,24,1
2020-08-27,Hungary,73,0
2020-08-28,Hungary,91,0
2020-08-29,Hungary,132,0
2020-08-30,Hungary,158,0
2020-08-31,Hungary,292,0
2020-09-01,Hungary,178,1
2020-09-02,Hungary,118,1
2020-09-03,Hungary,365,3
2020-09-04,Hungary,301,1
2020-09-05,Hungary,459,1
2020-09-06,Hungary,510,3
2020-09-07,Hungary,495,0
2020-09-08,Hungary,576,1
2020-09-09,Hungary,341,1
2020-09-10,Hungary,411,2
2020-09-11,Hungary,476,2
2020-09-12,Hungary,718,1
2020-09-13,Hungary,916,2
2020-09-14,Hungary,484,4
2020-09-15,Hungary,844,5
2020-09-16,Hungary,1307,12
2020-09-17,Hungary,710,9
2020-09-18,Hungary,941,6
2020-09-19,Hungary,809,6
2020-09-20,Hungary,1070,8
2020-09-21,Hungary,876,3
2020-09-22,Hungary,633,8
2020-09-23,Hungary,951,8
2020-09-24,Hungary,750,7
2020-09-25,Hungary,927,9
2020-09-26,Hungary,950,12
2020-09-27,Hungary,937,6
2020-09-28,Hungary,702,13
2020-09-29,Hungary,851,8
2020-09-30,Hungary,894,8
2020-10-01,Hungary,848,16
2020-10-02,Hungary,1322,17
2020-10-03,Hungary,1086,14
2020-10-04,Hungary,858,10
2020-10-05,Hungary,905,11
2020-10-06,Hungary,818,20
2020-10-07,Hungary,816,24
2020-10-08,Hungary,932,21
2020-10-09,Hungary,1176,15
2020-10-10,Hungary,1374,20
2020-10-11,Hungary,1068,21
2020-10-12,Hungary,913,14
2020-10-13,Hungary,1285,28
2020-10-14,Hungary,920,27
2020-10-15,Hungary,950,29
2020-10-16,Hungary,1293,33
2020-10-17,Hungary,1791,24
2020-10-18,Hungary,1474,33
2020-10-19,Hungary,1478,31
2020-10-20,Hungary,989,38
2020-10-21,Hungary,1423,48
2020-10-22,Hungary,2032,46
2020-10-23,Hungary,2066,47
2020-10-24,Hungary,1820,38
2020-10-25,Hungary,3149,35
2020-10-26,Hungary,2316,47
2020-10-27,Hungary,2079,63
2020-10-28,Hungary,2291,43
2020-10-29,Hungary,2194,56
2020-10-30,Hungary,3286,65
2020-10-31,Hungary,3908,51
2020-11-01,Hungary,3878,69
2020-11-02,Hungary,3581,70
2020-11-03,Hungary,3989,84
2020-11-04,Hungary,4219,90
2020-11-05,Hungary,3928,84
2020-11-06,Hungary,4709,103
2020-11-07,Hungary,5318,107
2020-11-08,Hungary,4673,81
2020-11-09,Hungary,5162,55
2020-11-10,Hungary,4140,103
2020-11-11,Hungary,3945,101
2020-11-12,Hungary,3927,87
2020-11-13,Hungary,5097,99
2020-11-14,Hungary,4836,107
2020-11-15,Hungary,4238,107
2020-11-16,Hungary,6495,93
2020-11-17,Hungary,5203,91
2020-11-18,Hungary,4290,99
2020-11-19,Hungary,4512,92
2020-11-20,Hungary,4440,96
2020-11-21,Hungary,4397,121
2020-11-22,Hungary,4320,111
2020-11-23,Hungary,3334,91
2020-11-24,Hungary,3929,117
2020-11-25,Hungary,3806,106
2020-11-26,Hungary,6360,115
2020-11-27,Hungary,6393,135
2020-11-28,Hungary,6268,152
2020-11-29,Hungary,6819,156
2020-11-30,Hungary,5595,151
2020-12-01,Hungary,3951,154
2020-12-02,Hungary,4136,165
2020-12-03,Hungary,6635,182
2020-12-04,Hungary,6212,189
2020-12-05,Hungary,5525,193
2020-12-06,Hungary,6697,162
2020-12-07,Hungary,3870,116
2020-12-08,Hungary,2219,136
2020-12-09,Hungary,3221,160
2020-12-10,Hungary,5415,171
2020-12-11,Hungary,6197,171
2020-12-12,Hungary,5047,162
2020-12-13,Hungary,4153,181
2020-12-14,Hungary,3470,165
2020-12-15,Hungary,1893,107
2020-12-16,Hungary,2804,144
2020-12-17,Hungary,2982,157
2020-12-18,Hungary,4428,187
2020-12-19,Hungary,4045,189
2020-12-20,Hungary,2967,185
2020-12-21,Hungary,2141,193
2020-12-22,Hungary,1238,170
2020-12-23,Hungary,1894,154
2020-12-24,Hungary,3292,113
2020-12-25,Hungary,2610,104
2020-12-26,Hungary,1198,118
2020-12-27,Hungary,698,96
2020-12-28,Hungary,609,114
2020-12-29,Hungary,902,131
2020-12-30,Hungary,1972,137
2020-12-31,Hungary,2971,108
2021-01-01,Hungary,2764,130
2021-01-02,Hungary,1410,114
2021-01-03,Hungary,1307,103
2021-01-04,Hungary,856,93
2021-01-05,Hungary,870,103
2021-01-06,Hungary,2047,118
2021-01-07,Hungary,3068,127
2021-01-08,Hungary,2907,115
2021-01-09,Hungary,2716,114
2021-01-10,Hungary,1778,94
2021-01-11,Hungary,1419,77
2021-01-12,Hungary,696,128
2021-01-13,Hungary,1358,95
2021-01-14,Hungary,1926,118
2021-01-15,Hungary,1513,111
2021-01-16,Hungary,1438,87
2021-01-17,Hungary,1241,77
2021-01-18,Hungary,875,68
2021-01-19,Hungary,573,111
2021-01-20,Hungary,976,95
2021-01-21,Hungary,1410,98
2021-01-22,Hungary,1311,98
2021-01-23,Hungary,1344,93
2021-01-24,Hungary,1257,64
2021-01-25,Hungary,844,56
2021-01-26,Hungary,459,89
2021-01-27,Hungary,1004,85
2021-01-28,Hungary,1569,93
2021-01-29,Hungary,1459,83
2021-01-30,Hungary,1370,89
2021-01-31,Hungary,1307,61
2021-02-01,Hungary,1124,54
2021-02-02,Hungary,578,78
2021-02-03,Hungary,1048,83
2021-02-04,Hungary,1652,93
2021-02-05,Hungary,1576,98
2021-02-06,Hungary,1561,96
2021-02-07,Hungary,1370,64
2021-02-08,Hungary,1160,65
2021-02-09,Hungary,1079,94
2021-02-10,Hungary,1279,98
2021-02-11,Hungary,1862,97
2021-02-12,Hungary,1860,99
2021-02-13,Hungary,2020,93
2021-02-14,Hungary,1707,70
2021-02-15,Hungary,1337,46
2021-02-16,Hungary,823,85
2021-02-17,Hungary,1548,94
2021-02-18,Hungary,2853,104
2021-02-19,Hungary,3093,110
2021-02-20,Hungary,2995,107
2021-02-21,Hungary,2912,47
2021-02-22,Hungary,2623,48
2021-02-23,Hungary,1628,103
2021-02-24,Hungary,2855,102
2021-02-25,Hungary,4385,120
2021-02-26,Hungary,4668,123
2021-02-27,Hungary,4948,107
2021-02-28,Hungary,4469,72
2021-03-01,Hungary,4326,84
2021-03-02,Hungary,2764,130
2021-03-03,Hungary,4211,136
2021-03-04,Hungary,6278,152
2021-03-05,Hungary,6369,143
2021-03-06,Hungary,7269,146
2021-03-07,Hungary,6201,108
2021-03-08,Hungary,2696,115
2021-03-09,Hungary,6494,158
2021-03-10,Hungary,5653,179
2021-03-11,Hungary,8312,172
2021-03-12,Hungary,9011,130
2021-03-13,Hungary,9444,163
2021-03-14,Hungary,8863,162
2021-03-15,Hungary,7706,131
2021-03-16,Hungary,4926,143
2021-03-17,Hungary,3456,195
2021-03-18,Hungary,6502,207
2021-03-19,Hungary,10759,213
2021-03-20,Hungary,11132,227
2021-03-21,Hungary,10625,194
2021-03-22,Hungary,9046,189
2021-03-23,Hungary,5481,252
2021-03-24,Hungary,7587,249
2021-03-25,Hungary,9637,272
2021-03-26,Hungary,11265,275
2021-03-27,Hungary,10167,253
2021-03-28,Hungary,9082,220
2021-03-29,Hungary,7263,189
2021-03-30,Hungary,4609,274
2021-03-31,Hungary,6700,302
2021-04-01,Hungary,9288,258
2021-04-02,Hungary,9055,267
2021-04-03,Hungary,8637,242
2021-04-04,Hungary,6566,211
2021-04-05,Hungary,3874,213
2021-04-06,Hungary,1890,170
2021-04-07,Hungary,1933,311
2021-04-08,Hungary,4814,272
2021-04-09,Hungary,7325,285
2021-04-10,Hungary,8053,245
2021-04-11,Hungary,6296,206
2021-04-12,Hungary,5077,291
2021-04-13,Hungary,2837,272
2021-04-14,Hungary,3597,285
2021-04-15,Hungary,5307,256
2021-04-16,Hungary,5216,241
2021-04-17,Hungary,4604,217
2021-04-18,Hungary,3706,205
2021-04-19,Hungary,2680,197
2021-04-20,Hungary,1645,199
2021-04-21,Hungary,2527,207
2021-04-22,Hungary,3607,214
2021-04-23,Hungary,3427,207
2021-04-24,Hungary,2796,212
2021-04-25,Hungary,2328,205
2021-04-26,Hungary,1936,176
2021-04-27,Hungary,1253,183
2021-04-28,Hungary,1692,188
2021-04-29,Hungary,2584,186
2021-04-30,Hungary,2365,182
2021-05-01,Hungary,1951,161
2021-05-02,Hungary,1593,101
2020-01-03,Ireland,0,0
2020-01-04,Ireland,0,0
2020-01-05,Ireland,0,0
2020-01-06,Ireland,0,0
2020-01-07,Ireland,0,0
2020-01-08,Ireland,0,0
2020-01-09,Ireland,0,0
2020-01-10,Ireland,0,0
2020-01-11,Ireland,0,0
2020-01-12,Ireland,0,0
2020-01-13,Ireland,0,0
2020-01-14,Ireland,0,0
2020-01-15,Ireland,0,0
2020-01-16,Ireland,0,0
2020-01-17,Ireland,0,0
2020-01-18,Ireland,0,0
2020-01-19,Ireland,0,0
2020-01-20,Ireland,0,0
2020-01-21,Ireland,0,0
2020-01-22,Ireland,0,0
2020-01-23,Ireland,0,0
2020-01-24,Ireland,0,0
2020-01-25,Ireland,0,0
2020-01-26,Ireland,0,0
2020-01-27,Ireland,0,0
2020-01-28,Ireland,0,0
2020-01-29,Ireland,0,0
2020-01-30,Ireland,0,0
2020-01-31,Ireland,0,0
2020-02-01,Ireland,0,0
2020-02-02,Ireland,0,0
2020-02-03,Ireland,0,0
2020-02-04,Ireland,0,0
2020-02-05,Ireland,0,0
2020-02-06,Ireland,0,0
2020-02-07,Ireland,0,0
2020-02-08,Ireland,0,0
2020-02-09,Ireland,0,0
2020-02-10,Ireland,0,0
2020-02-11,Ireland,0,0
2020-02-12,Ireland,0,0
2020-02-13,Ireland,0,0
2020-02-14,Ireland,0,0
2020-02-15,Ireland,0,0
2020-02-16,Ireland,0,0
2020-02-17,Ireland,0,0
2020-02-18,Ireland,0,0
2020-02-19,Ireland,0,0
2020-02-20,Ireland,0,0
2020-02-21,Ireland,0,0
2020-02-22,Ireland,0,0
2020-02-23,Ireland,0,0
2020-02-24,Ireland,0,0
2020-02-25,Ireland,0,0
2020-02-26,Ireland,0,0
2020-02-27,Ireland,0,0
2020-02-28,Ireland,0,0
2020-02-29,Ireland,0,0
2020-03-01,Ireland,1,0
2020-03-02,Ireland,0,0
2020-03-03,Ireland,0,0
2020-03-04,Ireland,1,0
2020-03-05,Ireland,4,0
2020-03-06,Ireland,7,0
2020-03-07,Ireland,5,0
2020-03-08,Ireland,1,0
2020-03-09,Ireland,2,0
2020-03-10,Ireland,0,0
2020-03-11,Ireland,14,0
2020-03-12,Ireland,8,1
2020-03-13,Ireland,27,0
2020-03-14,Ireland,21,0
2020-03-15,Ireland,38,1
2020-03-16,Ireland,40,0
2020-03-17,Ireland,54,0
2020-03-18,Ireland,69,0
2020-03-19,Ireland,74,0
2020-03-20,Ireland,191,1
2020-03-21,Ireland,126,0
2020-03-22,Ireland,102,0
2020-03-23,Ireland,121,1
2020-03-24,Ireland,219,2
2020-03-25,Ireland,204,1
2020-03-26,Ireland,235,2
2020-03-27,Ireland,255,10
2020-03-28,Ireland,302,3
2020-03-29,Ireland,294,14
2020-03-30,Ireland,200,10
2020-03-31,Ireland,295,8
2020-04-01,Ireland,325,17
2020-04-02,Ireland,212,14
2020-04-03,Ireland,402,13
2020-04-04,Ireland,424,22
2020-04-05,Ireland,331,17
2020-04-06,Ireland,507,21
2020-04-07,Ireland,253,16
2020-04-08,Ireland,345,36
2020-04-09,Ireland,515,25
2020-04-10,Ireland,1169,28
2020-04-11,Ireland,696,24
2020-04-12,Ireland,839,33
2020-04-13,Ireland,727,14
2020-04-14,Ireland,992,31
2020-04-15,Ireland,832,41
2020-04-16,Ireland,1068,38
2020-04-17,Ireland,724,42
2020-04-18,Ireland,709,44
2020-04-19,Ireland,778,41
2020-04-20,Ireland,493,39
2020-04-21,Ireland,401,77
2020-04-22,Ireland,388,43
2020-04-23,Ireland,631,39
2020-04-24,Ireland,936,25
2020-04-25,Ireland,577,35
2020-04-26,Ireland,377,234
2020-04-27,Ireland,701,24
2020-04-28,Ireland,386,15
2020-04-29,Ireland,229,57
2020-04-30,Ireland,376,31
2020-05-01,Ireland,359,42
2020-05-02,Ireland,221,33
2020-05-03,Ireland,343,0
2020-05-04,Ireland,330,38
2020-05-05,Ireland,216,16
2020-05-06,Ireland,261,20
2020-05-07,Ireland,265,36
2020-05-08,Ireland,137,28
2020-05-09,Ireland,156,26
2020-05-10,Ireland,219,17
2020-05-11,Ireland,236,12
2020-05-12,Ireland,139,9
2020-05-13,Ireland,107,21
2020-05-14,Ireland,159,9
2020-05-15,Ireland,426,9
2020-05-16,Ireland,129,12
2020-05-17,Ireland,92,15
2020-05-18,Ireland,64,10
2020-05-19,Ireland,88,4
2020-05-20,Ireland,51,14
2020-05-21,Ireland,64,10
2020-05-22,Ireland,76,12
2020-05-23,Ireland,115,9
2020-05-24,Ireland,76,12
2020-05-25,Ireland,57,2
2020-05-26,Ireland,59,0
2020-05-27,Ireland,37,9
2020-05-28,Ireland,68,16
2020-05-29,Ireland,38,8
2020-05-30,Ireland,35,6
2020-05-31,Ireland,53,5
2020-06-01,Ireland,61,0
2020-06-02,Ireland,72,0
2020-06-03,Ireland,4,8
2020-06-04,Ireland,45,1
2020-06-05,Ireland,31,5
2020-06-06,Ireland,21,6
2020-06-07,Ireland,20,0
2020-06-08,Ireland,18,9
2020-06-09,Ireland,6,4
2020-06-10,Ireland,8,8
2020-06-11,Ireland,16,4
2020-06-12,Ireland,7,8
2020-06-13,Ireland,12,2
2020-06-14,Ireland,45,0
2020-06-15,Ireland,8,1
2020-06-16,Ireland,18,0
2020-06-17,Ireland,13,3
2020-06-18,Ireland,7,1
2020-06-19,Ireland,14,4
2020-06-20,Ireland,13,0
2020-06-21,Ireland,6,1
2020-06-22,Ireland,5,0
2020-06-23,Ireland,4,2
2020-06-24,Ireland,8,3
2020-06-25,Ireland,5,6
2020-06-26,Ireland,9,1
2020-06-27,Ireland,9,3
2020-06-28,Ireland,23,4
2020-06-29,Ireland,2,1
2020-06-30,Ireland,23,0
2020-07-01,Ireland,11,1
2020-07-02,Ireland,4,2
2020-07-03,Ireland,12,0
2020-07-04,Ireland,9,2
2020-07-05,Ireland,11,1
2020-07-06,Ireland,18,0
2020-07-07,Ireland,4,0
2020-07-08,Ireland,7,2
2020-07-09,Ireland,4,0
2020-07-10,Ireland,23,0
2020-07-11,Ireland,24,1
2020-07-12,Ireland,22,2
2020-07-13,Ireland,17,0
2020-07-14,Ireland,10,0
2020-07-15,Ireland,32,0
2020-07-16,Ireland,13,2
2020-07-17,Ireland,15,1
2020-07-18,Ireland,32,3
2020-07-19,Ireland,20,1
2020-07-20,Ireland,10,0
2020-07-21,Ireland,6,0
2020-07-22,Ireland,36,0
2020-07-23,Ireland,17,1
2020-07-24,Ireland,7,9
2020-07-25,Ireland,19,0
2020-07-26,Ireland,24,0
2020-07-27,Ireland,12,0
2020-07-28,Ireland,11,0
2020-07-29,Ireland,37,0
2020-07-30,Ireland,13,0
2020-07-31,Ireland,85,0
2020-08-01,Ireland,38,0
2020-08-02,Ireland,44,0
2020-08-03,Ireland,53,0
2020-08-04,Ireland,46,0
2020-08-05,Ireland,45,0
2020-08-06,Ireland,50,0
2020-08-07,Ireland,69,5
2020-08-08,Ireland,98,4
2020-08-09,Ireland,174,0
2020-08-10,Ireland,68,0
2020-08-11,Ireland,56,0
2020-08-12,Ireland,33,1
2020-08-13,Ireland,37,1
2020-08-14,Ireland,91,0
2020-08-15,Ireland,66,0
2020-08-16,Ireland,196,0
2020-08-17,Ireland,66,0
2020-08-18,Ireland,56,0
2020-08-19,Ireland,186,1
2020-08-20,Ireland,48,0
2020-08-21,Ireland,129,1
2020-08-22,Ireland,79,0
2020-08-23,Ireland,153,1
2020-08-24,Ireland,61,0
2020-08-25,Ireland,147,0
